RELIANCE.BO,TCS.BO,INFY.BO,HDFCBANK.BO,ICICIBANK.BO,SBIN.BO,BHARTIARTL.BO,LT.BO
318.1187134,1001.048828,365.231842,766.9649658,276.1180725,266.6091309,349.751709,1029.930176
323.0010986,1015.433044,360.9407349,777.7015991,279.6949463,269.080719,351.9571838,1046.332886
323.7116394,1019.441833,366.5134583,776.0692139,283.1752014,270.4797974,350.9503174,1044.15564
325.0525818,1004.639587,366.5716248,781.5179443,281.6748352,270.6662903,350.9982605,1046.094238
328.5022888,1000.338989,365.1542053,780.6903076,280.17453,274.7234802,350.4229431,1035.71582
328.9263916,985.6832886,366.3386841,771.815979,282.1588135,269.4071655,350.8544922,1027.723267
329.1326294,979.5241089,359.736908,766.9190674,278.7709351,260.5932312,356.5118713,1015.048584
320.559906,981.7373657,358.9796448,766.0454102,281.6264648,257.7951965,361.8336487,1013.140015
319.2763062,974.8265991,360.9601135,774.3861084,284.2882996,254.2043304,366.8677979,1015.406372
316.376709,987.2279053,363.3484497,769.8895874,280.8036804,255.1836853,363.5596313,1006.69812
317.2592163,991.0064697,369.4647827,772.6853027,280.6585083,256.2096252,366.1485901,1007.742065
326.1069946,987.0817261,372.9986572,769.6333008,280.17453,254.624054,363.7034607,1004.342346
330.0266113,984.47229,369.3288879,769.1206665,283.2235718,256.4894104,360.8267822,1011.320984
330.3933411,979.0649414,367.9501953,772.8950195,284.143158,261.9922791,365.7171021,1012.304993
341.7166138,973.8037109,363.4844055,775.9937134,280.5133057,261.339447,368.8334351,1017.345093
342.0948792,1019.170532,372.4355774,781.2357788,282.1588135,266.3293152,388.7302246,1033.18103
342.7251892,1032.135132,378.9402466,783.076355,280.4649048,264.5105896,379.1893921,1037.385742
346.2322083,1018.43988,378.1635437,783.2627563,283.3687439,268.0547485,380.8674316,1037.952515
358.5917358,1020.506531,379.1344299,783.3792725,288.2085266,269.1740112,387.3562012,1051.432251
361.4721375,1001.612793,377.4839478,783.2860718,288.4505005,271.9721069,389.903656,1048.658936
366.2648315,1000.318115,382.6488342,784.1247559,293.3387146,273.0912476,392.7875366,1047.361694
358.8396606,1004.305603,382.6683044,784.0083618,292.9031067,270.8994751,392.4510803,1054.116455
362.0505676,1023.178955,380.5324097,788.6911621,292.3707275,273.464386,405.0441284,1056.621582
360.9172974,1020.986755,376.2995911,795.9369507,290.9187927,271.0859985,403.506073,1061.363281
374.4927368,1040.068848,380.5324097,793.7003174,291.5480042,270.8062134,395.2388611,1054.966553
381.5519104,1063.47876,384.9206543,808.2384644,293.2419128,274.6302185,403.9386292,1054.429688
378.541687,1079.434814,386.0662537,810.4750977,294.1614685,276.309082,411.0522766,1047.630127
382.9213257,1072.779541,385.9108887,815.321106,300.2595825,275.8427429,409.7545166,1055.413818
377.3612366,1043.197144,377.5810547,833.1209106,297.2104797,278.2210388,399.9011536,1057.73999
376.39328,1042.525146,387.5030212,828.7409058,286.5145874,279.0605164,397.3537292,1037.027954
381.0206909,1047.269653,392.7261963,830.977417,292.2739563,291.5119019,401.6315308,1066.55249
378.5889282,1049.747559,390.2796631,836.5923462,292.5159302,288.0143127,400.3337402,1063.734375
384.6211548,1036.058716,385.4060669,836.2429199,291.9351501,286.9417419,399.8050537,1052.640381
389.9214478,1045.380615,381.9692383,829.4398193,286.1274109,280.5061646,407.8319397,1050.671875
383.0629272,1059.321777,382.6488342,834.6586914,286.6597595,284.889801,404.6596069,1052.774414
381.6699524,1051.700073,375.9694519,832.8646851,290.3380127,290.1595154,401.5354309,1054.742798
378.5535278,1048.844604,374.5908508,829.4863892,285.4014587,283.397522,401.8237915,1047.49585
377.4792786,1050.58728,376.4743042,822.4037476,281.5296936,281.858551,400.4779968,1034.254517
373.9850769,1054.492554,381.5421143,819.9573975,279.4485474,276.5888672,400.14151,1037.385742
365.1315918,1047.248779,383.5808105,816.0665894,277.8998413,261.7590942,398.6034241,1025.884644
371.4117126,1036.814331,380.357666,819.0953979,282.4491882,259.3341064,392.7394714,1038.381958
369.9478455,1046.010254,379.3285522,829.6029053,284.7723083,263.857666,390.9129944,1033.899292
369.7354126,1041.433228,396.5513611,823.4289551,284.2882996,261.852356,400.4299011,1026.111084
371.9429016,1055.164551,358.4747925,817.1615601,283.6591797,259.8937378,405.2844543,1024.254272
369.6763916,1058.754395,339.2132568,812.7816162,283.6107483,256.1629639,402.7850952,1020.179138
369.0979309,1048.110229,340.6307068,815.6240234,284.0462952,255.6500092,405.33255,1013.613342
373.3358765,1046.829102,347.3684082,826.1781006,288.7892761,259.98703,415.0897217,1018.277466
370.0541687,1047.795044,354.358429,822.6833496,288.3537292,261.5726013,416.0991211,1024.526001
369.6763916,1043.82666,365.4842834,820.819519,290.628418,260.499939,418.1178589,1032.99353
361.6373596,1039.249878,360.2029114,814.1795044,288.9344788,258.0749817,411.8213501,1023.529907
369.2868652,1044.204468,359.8534241,824.2908325,290.7252197,258.2615051,412.5903625,1032.314453
376.216156,1048.403564,355.4457397,827.0866699,288.1117249,258.6812744,411.2926025,1028.782471
379.9582825,1034.315918,357.3097534,824.0113525,288.6441345,259.0076904,406.1015625,1032.133179
380.430481,1032.048706,350.0090637,816.4859009,287.6277466,259.1009521,399.7570496,1023.303589
385.5419617,1040.383789,349.9313965,818.4663696,288.256897,258.634613,390.7687988,1022.443237
388.2805481,1031.481445,347.8344116,820.0040894,285.7886963,255.7433014,387.3562012,1012.436035
386.6752014,1032.531128,347.7760315,825.036438,283.320343,256.0231018,382.0690613,1020.179138
385.8488159,1037.234253,343.446106,833.144165,282.6427917,253.6447754,387.5965576,1061.656494
386.2973938,1034.463013,341.1743164,849.4063721,281.6748352,252.6187592,386.3468323,1102.046997
388.7528381,1044.226196,343.2325745,854.6484985,281.7716675,255.0904236,389.2307739,1112.41626
400.9352417,1044.771362,343.1160278,858.5859985,282.5944214,254.9505005,385.4816895,1107.344849
398.621521,1043.491089,346.5139771,858.8654175,284.4335022,255.4634552,382.7900696,1100.054443
398.2438049,1049.159424,352.8439026,861.4980469,282.5944214,253.7380066,380.3387146,1098.01709
399.1882324,1049.369995,352.7857056,866.6936646,283.2235718,251.9658661,381.4442139,1120.974609
396.6383362,1049.054443,353.8924866,862.7563477,284.9174805,249.7740631,379.4254456,1110.650269
399.9909058,1046.576904,354.1642456,861.6378784,281.4812317,252.3389435,380.9154968,1118.619873
397.2521973,1060.622925,353.2127991,857.2345581,275.8671265,250.4269562,384.0397339,1111.873047
386.0140686,1050.755371,348.7469177,850.1751709,268.2202759,244.2712097,379.8100281,1073.067139
387.4070435,1053.211914,348.2032776,838.246582,270.543335,241.2399445,374.3786316,1054.728271
386.8168335,1039.22876,352.0089111,834.7051392,273.6408386,240.540451,372.3118591,1050.38147
377.0896912,1045.632446,348.9799194,827.3895264,267.397522,233.5919189,370.4373169,1031.5448
371.4943237,1040.719482,347.8344116,836.2196045,266.7199402,235.7837219,367.6014404,1025.929932
369.3222961,1023.314209,349.0187378,840.1569824,268.0751038,236.6697998,373.6095886,1033.491699
376.9716797,1027.534424,351.0381165,842.7896729,269.5270386,234.3847046,370.725708,1027.28833
386.8168335,1025.644531,349.4265137,837.244751,267.1554871,236.2967377,362.3623962,1030.457764
389.1777649,1020.43811,350.7080078,838.4794922,263.041687,234.4313354,363.1314087,1025.25061
395.1509705,1026.736572,357.0573425,838.4096069,263.5256653,239.3746033,367.5053406,1034.623657
392.2706299,1029.843628,358.6883545,836.3826904,263.1385193,239.2346802,364.7175598,1033.220215
398.2438049,1032.783447,363.3290405,839.9706421,260.6218262,239.3746033,369.1876221,1034.940796
396.82724,1049.97876,361.3873291,834.2625122,258.734314,234.6645203,387.7888184,1026.337524
411.9844666,1070.154907,360.0475159,845.9348145,258.9762878,234.6645203,384.5684509,1034.804688
413.9676819,1073.598267,361.8922119,863.6416016,262.7029114,235.4573059,414.8974915,1031.046631
413.2593689,1085.502808,364.7658386,865.3657837,265.2680054,235.2707672,435.4693298,1036.797241
412.810791,1089.596558,361.7174683,862.4301147,265.1227722,234.2447968,447.9181824,1040.238525
431.4622498,1087.161377,358.9990234,871.1668091,254.6204681,227.7626038,443.688446,1033.491699
429.8568115,1083.760254,360.0281677,862.1970825,249.5871277,226.1770477,455.5124512,1033.310669
442.9600525,1085.859619,364.9017639,867.9284668,254.1365051,229.2082825,478.2472229,1027.695923
441.3782043,1083.613037,359.8922729,869.0934448,257.9115295,237.3693237,482.2366028,1032.404907
443.8335876,1081.565552,363.2514038,836.1729736,295.8069763,302.8440857,495.5506287,1090.771973
447.2805481,1073.649292,367.9501953,837.803894,289.6604614,299.0666809,490.7922058,1109.065552
438.8756104,1088.932739,367.9308167,835.5205688,291.3059998,290.0195923,466.3270874,1108.024048
443.928009,1103.203003,366.8435059,845.2126465,290.9187927,291.0921631,473.7290649,1119.344482
444.2349548,1104.596436,368.0414124,842.8362427,290.3380127,285.2162476,478.3913879,1105.397827
449.6651001,1098.769775,369.8783569,848.2415771,303.1634827,298.2738647,517.5644531,1100.733765
447.2097168,1108.607178,368.5406799,849.0802002,306.5028687,293.7503662,522.0823975,1096.749268
446.5014343,1103.076416,370.0381165,853.2972412,305.7284851,303.1239014,520.4002686,1118.438721
441.2365417,1126.002075,370.816803,853.1807251,306.0189209,306.8080444,512.1331177,1107.526245
428.1096802,1143.459839,381.6386414,849.9421387,302.1954956,295.8489075,494.4451294,1096.522949
419.4214783,1152.790039,380.1411133,850.9907227,296.0005188,288.9003601,475.9881592,1103.269531
425.7015686,1154.225586,381.1993713,851.0372925,301.6147156,292.6311035,484.3995667,1101.775391
417.1785278,1141.327515,383.5953369,847.682373,308.3903809,310.7719421,482.3807983,1144.74707
413.2357788,1164.801636,380.0812378,845.3757935,304.0829468,308.9065247,478.7759094,1123.283691
418.4534912,1147.005981,379.1427612,839.6677246,303.7926331,307.0411987,478.7759094,1095.662476
416.6591187,1142.53064,380.1411133,838.1533813,305.4381104,303.3104553,468.4900208,1093.80603
426.1265259,1159.608765,394.7765503,841.2985229,308.92276,311.0050964,470.9413452,1102.635864
429.5499268,1144.198486,387.7284241,851.3635254,314.6820679,314.6891785,474.4500427,1105.986572
433.8704529,1141.897339,383.8948059,855.9298706,308.2935791,310.6319885,473.5848999,1111.873047
440.2685852,1130.07605,385.9114075,860.1934814,309.7939148,308.4868469,483.6785583,1106.394043
439.2533569,1132.841431,385.8715515,863.8978882,308.6807556,312.6372986,479.4007568,1105.986572
446.2890015,1132.651367,395.8946533,860.4962769,308.8743591,312.3575134,476.853302,1101.503662
448.3429871,1135.184326,403.3022766,862.5232544,306.8900452,309.8858643,477.0936279,1101.503662
448.9096375,1134.466675,398.3306274,866.274292,306.8416748,312.6838989,478.8720398,1107.209229
445.2501831,1133.559204,393.1392822,868.0681763,303.6958313,310.2589417,473.1523438,1097.881104
446.4306641,1122.434204,392.6600647,871.493103,304.9541626,306.6680603,476.5168762,1102.409302
435.6410828,1112.174805,389.3256836,862.9892578,297.9364624,298.8801575,477.6223755,1102.001587
429.620697,1110.612671,382.7567444,859.0518799,295.4682312,291.5119019,464.5486755,1098.152832
425.6779175,1111.794678,393.4588013,856.2561035,294.5002441,292.2113953,466.0386658,1102.907227
430.3998413,1111.984619,393.0994263,849.4763184,295.6133423,297.8075562,471.5180969,1093.353149
437.954834,1110.992676,395.4953308,839.8308105,289.8056641,291.2320862,465.2215881,1077.731079
439.4422913,1105.16626,399.3687744,842.9527588,296.1941223,295.2892761,493.4837952,1104.084717
434.8619995,1098.136597,399.947876,857.3510132,300.5983582,292.0715637,504.8272705,1104.220459
432.4775085,1121.357544,400.726593,861.9408569,301.1307373,296.8748169,511.8928223,1106.122314
432.0761108,1103.688477,403.7614746,849.9421387,297.5493164,296.9681091,503.6736145,1089.323242
431.5803223,1109.240601,400.706543,848.8938599,293.3387146,292.1647644,496.9445801,1076.780273
434.6730957,1080.214478,404.3005676,856.0697021,294.7906189,292.9108887,500.837738,1076.644409
434.3662415,1075.697021,408.6931763,872.7745361,293.7258606,291.6984558,498.867157,1089.730591
434.130127,1088.004028,405.4586182,875.0576172,298.9528503,297.4344788,505.7885437,1100.19043
436.3022156,1087.180908,401.245697,878.4126587,303.5505981,297.9474792,515.6418457,1102.409302
433.8231812,1092.648071,404.6399231,870.4447021,305.5349426,295.8955383,508.1436157,1114.046631
431.1317139,1095.223511,407.9344482,870.491272,304.6637573,295.2426147,503.6736145,1135.4646
433.7052002,1114.517822,414.663147,874.7780762,306.2608643,298.3204956,508.6243591,1147.101563
438.190918,1115.784668,413.0457764,869.3496704,307.325592,295.5224609,521.7941284,1149.773071
435.4994812,1106.601929,412.9259949,865.6918945,302.631073,293.0041809,513.3347168,1139.811279
436.4910889,1109.894775,412.9060974,873.5200806,304.1797791,287.5479736,510.4988403,1134.966309
434.9092102,1140.103271,415.0225525,873.0075684,303.9378357,288.6672058,508.9127197,1138.317017
430.4234314,1120.787598,413.1257324,865.2957153,300.5983582,286.3820801,507.7110596,1142.709473
430.3526306,1111.963623,411.1091309,872.6112671,299.3399963,282.5114441,496.3196716,1131.207764
432.6899109,1112.57605,406.9560852,863.2688599,304.9541626,282.4648132,498.3864746,1155.705078
434.5314636,1118.739746,405.4385986,865.4356079,304.7120972,287.3147583,502.2316895,1191.25061
435.8299866,1133.369019,404.1607666,866.9033203,302.5826416,285.5893555,519.102478,1190.435425
438.4034729,1143.206299,413.565033,866.553833,304.0829468,285.0763245,496.1273804,1211.807983
444.282196,1143.501831,415.821106,868.3478394,302.1470642,283.7705688,490.2634888,1207.008301
444.5654602,1185.151611,419.9342346,867.8585205,302.0018921,280.7859497,486.7547607,1198.902832
442.5350647,1177.256958,429.5181274,871.3999023,299.5336304,281.6719971,494.8296204,1195.688232
447.0444641,1170.712402,430.6362915,869.326416,307.4224548,281.4855042,489.6867065,1203.748291
447.4458313,1159.861816,431.4349365,882.8393555,318.8927002,281.9051819,484.5918274,1198.223755
436.0660706,1203.622681,448.4064331,887.0562744,323.4420776,276.2157898,477.6704102,1198.359619
436.6091003,1219.9198,460.1267395,881.1851807,332.1052856,285.729248,480.9869385,1224.622559
434.0828857,1228.638062,460.3264465,900.1499634,335.0091858,282.371521,475.3633118,1230.554321
438.8283997,1247.489136,456.5327148,909.1895142,342.2203674,288.247467,478.4875793,1242.463257
458.5895081,1320.622803,459.348114,915.060791,340.04245,285.6359558,470.749115,1266.914795
463.5474854,1316.359131,469.2913513,909.236145,350.447998,296.5950623,471.9025879,1276.514404
455.4494324,1346.690308,473.264679,913.1502686,341.3492432,307.3209534,441.1890869,1268.227905
455.4494324,1322.616333,467.5342102,918.0662231,346.8181763,292.0715637,435.0848389,1279.593506
455.0952759,1355.386597,471.8070068,931.7189941,345.8502197,290.1595154,423.5011597,1293.494873
448.2249451,1337.824341,467.0949707,931.3927612,341.3008728,291.7917175,425.8135681,1294.219238
453.8439941,1320.028809,459.4877014,934.8874512,341.6396484,291.6984558,425.3781738,1282.899048
445.7931213,1331.545654,457.0319519,928.3173828,334.6703491,284.9830322,423.8300781,1318.399292
427.6611328,1335.893799,455.9138489,908.0712891,324.071228,276.9153137,408.1075439,1280.906616
427.0708618,1317.801636,454.5560608,891.8323975,321.0221558,277.661499,425.2330322,1234.131714
421.5462646,1270.651001,442.6361084,884.144043,,,,
422.1365356,1253.682739,442.7559814,872.0056763,321.6029663,273.0446472,415.8963013,1206.872192
426.6694946,1258.306396,453.0585632,876.0363159,323.8292542,281.1590576,415.5576477,1220.09436
424.0016785,1260.872925,443.9738159,863.2454834,316.2792053,276.4489441,408.0592346,1203.883789
431.9108276,1259.005981,440.7792358,874.4053955,315.5532227,269.080719,410.2845459,1223.535889
440.2685852,1234.63562,438.4830627,878.039917,308.3419495,258.1682434,420.105072,1229.558105
441.0476685,1241.125854,444.912323,876.595459,318.0699463,260.0802917,414.3965759,1222.720703
435.216156,1245.983276,449.1850891,875.8964233,310.713501,253.4582214,405.8339233,1202.615967
437.1757507,1240.617188,451.2416382,873.5667114,309.5035095,249.63414,400.7059021,1174.360718
434.130127,1249.313232,453.1184082,868.4177246,307.4708557,251.4995422,404.0922546,1168.655396
438.3561707,1290.885742,458.7089539,866.3907471,309.0679932,254.7173157,405.7371521,1162.044067
436.2549438,1289.761353,463.4211731,864.3405151,307.8096313,254.2509918,402.544281,1169.379761
441.0241089,1305.244995,461.4844055,875.9198608,311.0038757,257.5154114,411.6391296,1179.432129
443.1961365,1287.57666,455.6542053,889.9685059,316.5212097,256.2562561,408.5913391,1212.804199
448.5555115,1290.970459,458.5494385,887.3125,309.4067383,249.7740631,417.0572815,1211.536377
449.7359619,1288.849365,468.9118652,877.7836304,303.4538269,250.6601257,413.477417,1194.60144
447.493042,1288.361572,463.3215027,874.9644775,295.4682312,244.8774414,412.8969116,1189.258057
436.396637,1316.868286,460.4660339,872.3084717,,,,
430.1165161,1293.748901,457.9702759,862.9425659,,,,
420.9796448,1285.031494,456.3531189,854.7883301,277.5126648,230.0477142,390.3048706,1143.886475
430.447052,1273.259766,461.903717,862.7096558,287.4342041,239.4678497,388.1763306,1162.134766
430.6595154,1287.258301,464.5792542,863.5250854,283.320343,236.1101837,388.9019775,1168.383545
438.8283997,1294.618896,473.5440979,869.8156128,291.0640564,235.830368,407.0917358,1186.224365
439.4185791,1227.000122,471.4276428,866.6470947,294.2582703,237.7423859,412.0745239,1179.250977
438.4742737,1224.306396,471.2879944,869.1865234,296.532959,239.7010193,408.7848816,1179.522705
430.7539978,1217.116211,472.0667114,876.0594482,291.7899475,236.9962311,407.043335,1172.821289
425.2057495,1198.599365,468.2131042,865.5288086,288.5473022,235.5971985,404.6244507,1147.961914
422.7503967,1200.020264,458.0900879,861.8709717,285.5466614,231.400116,387.7892456,1158.9198
420.0353088,1212.874146,464.0600281,857.0015259,282.4007874,232.4726868,387.1603394,1171.598511
423.2461243,1210.943726,466.6557312,865.5986938,280.3197327,231.0270233,405.0115051,1184.911255
428.4166565,1200.486694,462.7424011,870.5611572,274.463562,225.3376465,401.7702026,1172.322876
421.5935364,1194.760254,466.1965332,857.1879883,266.9619141,218.8088226,397.8032837,1148.097778
425.4654541,1193.317749,460.945343,882.1403809,272.4308777,229.7678986,407.9624329,1172.911621
424.9460754,1205.53479,460.346283,882.1635742,274.8023376,236.7630768,398.0936279,1183.507446
416.8480225,1208.695435,452.9986267,881.3481445,269.4785767,233.2654877,385.9509583,1188.080811
421.5226746,1231.432861,454.2366028,899.520752,253.5073547,229.7212524,381.6454468,1209.906128
424.4030457,1233.638428,455.2549438,892.8341675,260.9606018,233.4986572,388.6116943,1204.38208
422.6559448,1233.193726,449.0653992,878.2495728,259.8475037,230.2808685,381.6938171,1173.998535
428.1569214,1254.446167,457.2316284,888.920166,268.9946289,241.0067902,381.1616821,1203.159302
429.5735168,1251.285645,450.9621582,895.909668,271.6081238,242.3125458,372.8891907,1187.356323
432.5482788,1239.174561,443.6344299,903.2718506,271.4629517,243.012085,368.3901672,1201.076416
432.7371826,1243.713745,444.912323,894.2320557,279.6421509,245.5303345,373.0343323,1221.271851
438.6867371,1279.198486,448.8057861,892.9041138,274.9959412,239.980835,372.066803,1223.852905
437.9784241,1330.867188,464.1199951,897.5870972,277.2707214,237.1827545,367.7612915,1229.422241
443.3142395,1336.679199,466.8154907,898.4025269,278.9645691,234.2914429,365.5358887,1227.384888
442.5586548,1351.017212,452.3598022,903.3417969,278.1901855,232.5193329,364.9554138,1238.297363
445.6043396,1342.999634,449.2450256,907.4188232,282.352417,231.4933777,368.9222717,1231.867554
442.4406433,1340.284668,449.4247437,902.5963135,280.9004211,229.6746216,372.3086548,1232.229736
444.4474487,1353.498779,452.3198242,904.8793945,279.8841248,229.6746216,382.1292419,1253.647705
438.2145386,1445.021729,470.5092773,913.7327271,272.914856,225.1510773,387.7409058,1234.991821
441.5671082,1448.754395,472.545929,900.7324219,270.5917053,226.3635864,390.5467834,1232.048584
457.9048157,1436.219238,460.785675,902.1069336,275.0927429,224.4049225,392.9172668,1247.444214
458.3533936,1471.110229,463.5809326,893.3468628,269.9625854,221.4203339,406.1724854,1231.414673
460.5490112,1501.843994,469.4709473,899.4510498,269.8173828,217.6429443,395.5780029,1219.868042
469.7095337,1465.553467,473.264679,895.9794922,278.8193359,226.3169556,395.6747437,1246.855347
454.7647095,1498.047363,478.9550781,906.1142578,275.3347473,229.7212524,396.255249,1268.409058
459.4394531,1483.794312,478.3161926,918.112793,268.2202759,224.4515533,394.7555542,1269.314819
454.5286865,1477.367065,471.9469299,916.8082275,272.7696228,225.5241699,391.2724304,1249.979858
450.4206543,1476.603882,468.3728638,926.2672729,273.8343506,225.6640472,383.7256775,1240.923584
458.8964233,1454.057129,472.545929,922.4929199,280.1261292,229.9078064,385.0801697,1257.451172
456.913208,1459.720581,465.3578796,916.3653564,299.3399963,233.1721954,387.7409058,1236.033203
460.5254211,1480.082275,467.7139893,922.1433716,297.2589111,232.0529785,389.5308838,1243.459473
463.0752869,1464.683594,466.2365112,927.1292114,297.1621094,231.2601929,398.8676147,1235.263672
466.7583313,1468.01355,471.6073608,936.8912354,301.1307373,234.0116272,373.1794434,1256.138062
465.0348511,1457.89624,475.0415649,941.8070679,300.0175781,236.2967377,369.1158142,1250.070313
462.4378052,1477.282959,476.2196655,950.194458,298.1300659,231.8664398,367.0839233,1246.221436
451.6246948,1482.840088,475.2213745,943.3214722,288.3537292,226.7832794,363.1654663,1235.942627
446.2890015,1481.630493,473.1846924,944.696167,286.4178162,226.9231873,354.6510925,1235.535278
440.7407837,1485.724487,472.705658,937.9395752,277.222229,223.0991516,350.2004395,1191.839111
440.0560608,1509.310059,472.2463684,928.1544189,280.368103,228.6020508,348.5072937,1189.982544
437.6715393,1488.142212,476.6190491,927.8048706,281.4328308,237.0428619,350.1520386,1195.371094
430.7539978,1483.476074,473.3044739,916.5284424,282.352417,245.4837189,345.2176208,1201.936646
432.5482788,1529.184692,487.9199219,925.3586426,287.7245483,250.4269562,359.3920898,1212.30603
435.2398071,1522.673096,490.695282,937.3571777,286.9985962,249.0279083,364.4232178,1216.970093
434.8856201,1486.339478,484.9849854,951.6389771,289.6604614,253.9245453,362.0527954,1247.579834
432.9968872,1494.357056,485.8435669,947.1890259,281.3360596,247.0692291,365.9713135,1249.843994
433.1621704,1492.25708,484.8251343,953.7590942,276.1091309,248.9346466,363.6975708,1236.350342
435.0272217,1505.132202,491.9333191,1008.175903,276.4479065,251.0798187,361.665741,1238.523682
438.7576294,1494.30603,487.2810364,995.6218872,280.2229004,248.7947388,370.1801147,1241.874634
443.5502625,1504.916626,495.0080261,965.8884277,277.028656,245.3904419,359.7790527,1231.91272
447.5638733,1484.773438,487.6603394,972.4958496,274.8023376,245.7634888,351.9903564,1208.094971
450.1845703,1489.992432,493.4108582,971.835022,274.7055664,251.7327118,368.0031433,1222.222656
458.68396,1496.333374,499.4804993,974.5253906,281.6264648,251.1264801,367.6161194,1226.388306
464.3501892,1508.064819,503.0546265,967.5640259,279.0613403,254.3442535,364.5199585,1216.78894
463.9015808,1510.135498,504.372406,965.2276611,277.5610657,255.2302856,376.1304626,1215.883301
470.0164795,1536.359619,502.5154419,965.0389404,278.0450134,263.8110657,368.6803894,1235.037231
473.1800842,1573.625122,509.5836487,960.5553589,281.4812317,268.2879333,363.8911133,1229.059937
475.7299194,1546.064331,519.4807739,961.4520874,275.5282898,263.6711121,363.9394836,1218.328491
478.7283325,1588.506104,536.9898071,958.407959,273.2536621,258.8677673,365.2940063,1203.295288
479.2713623,1579.232422,531.1394653,953.9951172,283.12677,258.2149048,359.1985168,1198.268921
470.134491,1575.048706,521.7246094,955.9065552,282.6427917,254.0644379,359.1017761,1190.072876
481.6086426,1575.437378,521.4309692,970.2069092,283.8527527,254.8572083,360.1660767,1183.688721
487.4638062,1569.873413,522.6890869,970.678772,288.0149536,250.6134796,356.2475586,1168.519409
477.9964294,1562.929199,522.7310181,982.5251465,291.2092285,254.8572083,362.4398499,1173.228882
473.8648071,1570.390503,533.5718384,988.2593384,280.17453,250.2404022,361.4722595,1149.229614
462.1308899,1598.210571,535.8994141,987.8347168,278.7709351,249.1678009,367.8095703,1149.682495
461.4616089,1604.335571,532.2718506,996.6130371,269.9625854,244.0380249,362.5848999,1118.529297
451.6137695,1593.55249,540.5125122,1006.642151,262.460968,239.5611267,364.1330261,1119.344482
465.1187439,1593.46582,548.0192871,994.9139404,266.6715698,241.8462067,368.632019,1151.312744
459.4299011,1600.712402,559.6361084,978.4661865,268.559082,241.6596985,355.2315979,1137.320923
464.4732971,1618.223755,567.6881104,977.1682739,264.2032776,240.4005432,358.1826477,1134.151367
473.293335,1612.83252,563.8928223,992.5306396,264.4452515,240.1673584,354.5543823,1140.535889
461.3182068,1623.227295,538.6882324,1002.134949,262.8964844,239.3279724,351.6517639,1135.192749
466.8157959,1650.486938,538.6882324,997.7457275,261.3477783,240.1207733,350.1036682,1147.101563
475.970459,1628.360229,544.8322144,1001.16748,262.5577393,243.7582245,349.813385,1165.078003
490.3597107,1619.172852,546.2371216,1013.344055,264.6388245,245.7634888,355.4251099,1163.266968
495.427063,1707.67981,553.7229004,1013.084412,260.2346191,241.4731445,350.1520386,1154.708862
517.3456421,1700.260864,542.9240112,1021.886414,263.6708679,245.0639954,350.0552673,1177.077393
524.3012695,1709.103271,549.0049438,1029.201782,259.4602661,240.2606354,346.427002,1171.960815
514.4534912,1715.615845,559.0490112,1023.845154,250.9906769,234.8044128,334.961731,1161.546143
521.887085,1726.895996,556.6795044,1027.313965,257.7663574,241.7995758,331.1399231,1166.481934
521.3374634,1726.420654,554.5827026,1027.007324,254.1849213,241.5664215,325.8668518,1167.478027
527.7193604,1712.720093,552.1292725,1031.561523,252.8297882,242.6390076,333.8490295,1137.049316
539.5033569,1725.25354,565.4653931,1033.638306,257.4759521,243.3851471,334.3327942,1149.546753
535.4876709,1733.119751,568.5687866,1018.370178,266.0423584,248.4683075,345.9916382,1158.738892
530.8983154,1726.031494,577.0611572,1019.715454,265.7035828,248.7481537,344.8305664,1197.725464
532.5716553,1710.948242,580.2903442,1025.898315,265.800415,253.1783905,340.4282837,1195.461548
530.8027344,1697.031982,576.7255859,1033.284302,276.6414185,267.401886,345.9916382,1182.783081
540.005188,1679.571289,576.453186,1039.915161,283.901123,267.3086243,352.6192932,1187.628174
549.6140137,1681.17041,567.4783936,1025.213867,297.4041138,277.335022,370.7122498,1173.500488
566.8955078,1677.972168,572.447998,1029.367065,294.2098694,273.6509094,378.0171814,1179.658569
569.4292603,1707.231812,567.7301025,1018.18158,289.4668579,275.2365112,371.1959839,1175.175781
558.5296021,1686.097534,568.4220581,1004.919495,288.3052673,274.2105103,363.2101746,1160.821655
562.5453491,1709.176147,572.0705566,1001.025757,295.0325623,278.5008545,364.9144592,1169.470215
569.5964966,1708.311768,570.6867065,998.2885132,304.9541626,287.7810974,376.1141357,1169.334595
565.7960815,1701.180542,574.2931519,1006.288086,303.0665894,283.537384,371.3908081,1173.364624
581.906311,1706.799316,571.5673218,1008.506592,308.0032349,287.8743591,374.5559082,1175.266235
582.2409058,1706.755981,578.864502,999.916687,322.2805481,295.1494141,357.1720886,1164.942139
575.5720825,1723.438477,580.9193726,998.1940918,317.6343689,283.9571533,359.4606934,1145.516724
567.5169678,1729.186279,591.0892944,986.7017822,314.827301,274.956665,359.3146362,1148.822266
578.8945313,1729.834839,590.7956543,985.9938354,321.6513672,274.8634338,356.9285889,1149.693726
573.7555542,1736.317749,597.7362671,979.598938,323.7325134,272.9980164,362.3336487,1130.845337
575.3092041,1738.997314,600.2736816,980.3776245,329.1530457,281.6719971,361.5545349,1137.586792
590.3439331,1737.743896,580.9193726,989.7460327,327.5075073,286.8484802,360.7267456,1214.309326
595.8892822,1740.553223,580.5419922,988.684082,328.039856,286.242157,358.1459656,1212.658569
