RELIANCE.BO,TCS.BO,INFY.BO,HDFCBANK.BO,ICICIBANK.BO,SBIN.BO,BHARTIARTL.BO,LT.BO
199.1120911,1010.142883,347.5116272,452.572876,249.4436493,237.2549133,393.3505859,984.2138062
192.8040009,998.0888062,343.3353577,445.510437,246.1592102,231.5984192,389.3615112,965.8461914
195.4305267,975.2036743,339.0133667,449.2310181,252.3867645,231.6896362,393.6355286,956.8497925
198.0350952,975.1066284,350.4248352,447.7606506,255.1593628,228.5876617,393.3981018,963.5106812
198.6835022,974.8151245,353.3771973,449.2087708,257.5480042,232.2826691,393.3031006,966.9130249
204.6509247,976.3294678,352.0866699,447.6268616,256.8654785,232.7388458,399.9515991,983.4354248
215.1900787,981.609375,353.8899231,454.0877991,258.6996765,235.4302521,405.1278076,988.1932373
219.0255127,990.3634033,352.4226379,459.0337219,259.8512878,237.3461761,412.156189,991.4225464
217.8935394,1007.677734,362.1987915,467.1654968,268.8513794,242.546524,402.8958435,998.2852173
218.6408691,1000.689575,353.978363,468.1680298,267.7423706,244.1887207,407.929657,1017.8927
217.761673,997.0791016,351.8392029,465.8287659,270.7708435,239.4901886,403.0857849,1008.983093
220.8168488,990.6157227,350.4425354,474.8071289,269.1499634,241.7710114,406.0301514,1042.027466
219.6958923,1007.037109,355.7284546,473.6931458,265.5243225,241.8166199,396.6273193,1026.485474
217.761673,1006.843018,350.1243286,470.9529724,265.6096497,236.7987366,392.7332153,1031.012695
219.893692,990.7902222,348.3918457,475.6314392,262.7518616,239.763855,398.8117981,1028.100586
221.0585938,1006.163452,352.7584839,477.525177,266.2921143,244.1431274,403.1808167,1043.699951
222.05867,1001.912659,349.3819275,478.3166809,266.9746094,243.9606476,411.7763367,1036.289429
221.2783966,1011.210266,350.0183105,486.0063477,268.1689758,245.2835846,412.9634705,1042.5177
223.1576538,1022.080261,347.7377014,489.9416199,268.9367676,247.1538544,411.6337585,1047.333008
220.542099,1016.742249,347.2250977,491.3438721,266.6760254,248.7960815,409.4967957,1044.334229
218.6518555,1007.037109,338.4387512,484.1066284,262.4958801,243.9606476,407.7871704,1040.528076
217.0033875,978.8331909,331.5441589,485.6445618,263.7328796,244.2799683,411.158905,1065.441162
220.1354675,959.6170044,331.2966309,494.1482544,267.1026001,246.7889404,398.3843994,1079.483887
221.3773346,973.8643799,335.9107361,495.5053101,269.6191406,249.5715637,402.1360168,1071.381348
219.2672729,970.3317261,342.9999695,493.9220886,267.6571045,245.0554504,400.616333,1071.381348
222.3004761,988.4802246,347.4371338,496.0706787,268.4248657,244.7817535,401.4711914,1077.955444
224.9929352,985.3356934,349.2581177,503.6019592,270.6429443,247.9293823,403.1808167,1077.494141
224.663269,993.5661011,354.2789001,502.2449951,270.7708435,247.2906952,404.4629822,1079.253174
225.2347107,1005.730713,354.2435608,504.619751,269.4485779,243.9150238,407.8822327,1077.494141
221.4432526,999.2196655,393.4014587,496.9301758,265.6523132,241.0867767,422.8886719,1064.489746
230.8834229,985.6708984,389.8481445,504.0543518,270.429657,245.1011047,417.2850342,1069.737427
229.8284149,970.0166626,388.5222473,500.8201904,266.9319458,245.8765869,410.8740234,1056.127563
225.3006592,976.177063,385.1633301,500.6392822,256.3536682,240.4024963,412.4411316,1039.692017
221.0695953,973.5060425,376.553772,495.4827271,248.4199066,236.3425751,396.8172913,1007.512329
221.9817352,975.2999268,376.0234375,500.9106445,243.1733704,236.6162872,389.2665405,1014.317139
218.7947235,977.873291,383.6959534,501.1820679,246.7137146,231.4615479,395.4875183,1032.07959
219.6409302,967.2875977,378.003418,501.1141968,248.2066193,234.3810272,395.6775818,1024.294189
220.1574249,978.6139526,381.1679382,502.6295166,258.0598145,246.6977081,397.5770874,1032.021729
220.0475464,977.8145752,381.5215149,495.1209106,266.8467102,256.4141235,397.9095459,1026.168579
217.1792145,978.3411255,374.7152405,492.2937622,267.9556885,262.9373779,392.9231873,1023.111755
217.0803223,990.9539185,384.1733093,494.0352173,265.3963928,260.3372192,395.9624329,1025.64917
215.2670288,1003.683289,385.1986084,495.6862183,265.5670471,262.9830017,394.0628967,1053.791748
216.3330078,994.8721313,387.3731079,494.3292236,264.5859375,256.73349,391.0236511,1057.511597
213.2229309,1002.319092,382.546814,494.8041382,264.2447205,258.2844543,389.5039673,1047.650391
212.3986816,1014.892639,390.4668274,495.0530396,257.6332397,245.6940918,384.5176392,1036.433716
207.2774658,1041.541504,403.6904907,483.9708557,248.8891296,233.9705048,377.7267456,1016.422424
205.486145,1028.285522,409.0293274,486.8883667,248.9744263,236.661911,367.0963745,1015.413025
212.5525513,1050.216431,406.2538147,498.4681091,257.8892212,244.9186401,377.22052,1037.846558
208.81604,1046.746582,403.7258301,493.2889099,258.4437561,254.5894318,372.5881958,1025.18811
207.5632019,1066.182129,411.4866638,491.4569702,256.7375793,259.0599365,368.0514526,1036.808228
209.3985138,1064.934814,415.4644165,488.9238892,259.2115173,253.6770935,365.9024353,1044.535889
201.9584351,1049.26123,402.4352417,486.0516663,254.4768372,246.7433319,362.3208008,1027.869507
199.4198303,1042.984009,406.8194885,479.8546448,252.6000977,243.9606476,353.1040039,1003.504272
182.1988831,1005.594055,386.3301392,461.0377808,230.2064362,223.9803467,333.7152405,941.9711304
187.4629974,1000.973633,384.1555481,462.3268433,241.85112,231.1878357,333.0466919,937.4728394
187.583847,1004.639099,376.6775818,459.4545898,237.5430145,224.2540283,324.4984436,918.3843994
191.1225739,1004.970154,383.3070679,462.6887512,241.9364319,227.5841064,331.7573242,934.6760254
191.4852295,1002.260803,392.7120667,464.8825989,241.8937531,227.4016113,345.9884338,932.4556274
188.3201752,1000.155029,387.2316589,465.0635071,237.2444305,225.4400635,338.5863037,925.7659912
184.660614,989.8424072,385.2694092,452.6017456,231.7419891,218.1413116,329.8471069,912.5465088
186.6716919,1011.052429,389.0349731,450.3627625,226.2822113,210.3864288,327.9368591,895.3010864
187.6497955,1015.750122,389.1586304,457.057251,227.6471558,212.2111053,331.6617737,917.1140747
183.6605072,993.9949341,379.6652527,450.385376,219.9693451,205.3229218,334.1450806,898.199585
183.1000519,990.1154175,374.6445007,445.3644714,212.632782,202.2665558,331.4707642,884.2626953
186.5948029,991.1292725,374.5384827,453.9587402,222.7418823,208.2880096,331.1842346,916.2063599
191.8918304,994.4631348,384.8627319,459.3641052,225.5570984,211.2531433,339.2549133,932.5148926
190.5510864,991.2268066,381.9812317,457.2154846,228.1589966,207.6493988,334.7181702,944.6951294
189.2542877,992.4547119,385.6405945,455.7228394,227.9883881,209.9758606,332.3781738,936.4382935
189.6938782,994.50177,388.1333313,459.9747314,232.0832214,214.5375671,338.2520447,939.132019
190.6829529,991.5385132,388.3631287,457.5548096,229.4812927,213.3059082,334.6703491,911.7266846
191.6830139,994.6577148,389.459137,463.3672485,232.8083649,215.9060822,342.9798584,906.3978882
196.7383118,995.8269653,390.6083374,474.1553345,237.201767,221.1064453,340.1622314,901.8009644
192.9138794,994.4818726,390.572937,476.1455688,238.3534546,223.6610107,336.7716064,908.6816406
186.2651215,984.9888916,390.8735046,464.8146973,230.8889008,217.046524,327.7936096,869.2424316
187.1332855,987.9909668,394.8158264,474.9242554,233.6614685,219.0536652,322.9225769,876.0060425
184.1660614,1004.190369,403.5667419,475.0826111,229.0974121,218.1869354,318.0037231,856.2717896
183.3857574,1009.941406,391.8281555,473.341095,229.0974121,218.5518951,312.6551514,837.4452515
184.4407959,1009.882629,396.3891602,481.4605103,229.3533325,220.7871094,308.9301758,848.0736084
189.1334229,1008.90802,410.3021545,483.4960022,230.5476837,216.4535065,322.8270569,858.8775635
189.5290375,1029.181885,414.8280029,483.2923889,228.0737,214.7656555,324.4984436,872.1118774
194.7931366,1057.936401,417.3913574,495.844574,239.2491913,218.8256073,331.4230347,908.0668945
196.9141541,1051.015503,408.3221741,490.9367065,241.2113037,219.1905365,333.4287109,909.7649536
200.8594513,1035.186523,400.6496887,492.1806641,241.3392944,222.0187836,327.8890381,904.3482666
195.4305267,1027.252319,400.4022217,490.1903992,237.5430145,222.0187836,327.8890381,898.0532837
194.8151093,1025.341553,412.9187622,491.1403503,244.0691528,221.8819122,332.0916443,905.3730469
196.0679169,1010.740601,396.8841248,489.3762512,245.434082,223.0680084,333.7630615,908.7401733
196.1778412,1012.689636,388.4515686,487.0919495,245.1782074,222.0643921,329.9425964,903.7041626
198.2548828,968.242981,388.0271301,490.6200867,241.2965851,222.8399048,330.9931641,901.9474487
198.6944885,962.4919434,387.8681641,490.5522461,244.1118011,227.1278992,335.6732788,913.805542
200.4967804,965.3381348,393.9003906,497.4502869,247.3961639,232.556366,334.1450806,939.6298828
211.7502899,969.5880737,400.5449219,495.844574,245.0075531,232.1914368,347.3733826,925.6051025
210.0029297,985.1254272,405.2807617,495.3696289,244.1118011,232.1457977,345.4631958,921.0960693
209.8490601,984.6570435,409.6923828,495.2113342,240.7847595,227.8121643,354.7754211,907.8618164
210.0908203,993.1549683,413.6359253,501.1141968,244.1118011,230.6860657,342.6455688,884.4091797
207.2664795,992.7627563,414.662323,497.9931641,243.3013763,229.1350861,336.1030273,883.1501465
206.4312439,990.6483765,413.5999451,502.3807373,242.0217285,226.8542023,336.4850769,875.0397949
206.002655,988.6317749,414.6443176,503.1044312,231.6140137,220.7871094,341.9292297,873.3414917
206.9477692,977.4714966,411.5291138,498.5358887,231.5713654,216.3166504,339.0161743,861.7470703
208.332489,977.9216309,409.1342163,496.2290649,236.3059998,216.4078674,333.0944824,826.3482666
210.8161926,983.3646851,407.5135803,490.009552,238.2681274,216.1341705,334.6703491,813.0263062
212.4096832,995.6607666,411.6371765,490.4165649,238.1401367,215.4955139,331.2797546,803.539856
209.2666016,990.5114746,409.4944153,489.5797119,233.2349091,217.5482941,330.133606,802.5443726
205.9147339,975.3568115,404.2363281,488.1323242,230.4623566,213.6708374,320.8213196,801.8710327
209.3435516,981.2307739,409.8544922,488.8786621,228.1589966,221.9275513,323.7821655,806.5849609
211.0029907,969.2088623,408.3779297,482.0711365,224.2774506,224.5277252,319.8184509,795.722229
202.639801,963.9810181,398.4560852,476.9145508,223.8509064,220.1484985,317.0963745,789.0466309
204.4531097,938.7625732,396.313324,475.4443665,223.2537537,219.1448975,319.0542908,779.9700928
205.0795135,929.9910278,389.0205994,478.5882263,227.945755,226.2155762,320.8213196,794.7560425
203.8596649,936.0998535,382.1419678,479.8320923,228.0737,226.2612,319.6273499,792.6186523
200.5297546,920.984314,367.2862854,474.223114,222.0167542,219.9204102,319.1976318,786.6749268
205.3323059,925.4093018,377.1719666,483.3377075,227.0499725,222.4749756,323.973114,795.7808838
207.9148865,938.0772095,379.1888123,483.4960022,225.8983002,221.6994629,324.8804932,799.9970703
209.2666016,936.5697021,379.4049072,481.8901978,226.1542511,221.6082306,323.447876,801.6073608
212.7613373,928.1113281,374.9031982,481.234314,224.7466583,220.3309784,325.9311218,786.0601196
217.0912933,918.3410034,379.296814,481.5282593,225.5570984,221.4713898,326.6474304,781.1704712
215.1900787,921.2779541,384.014679,487.9061279,229.9931641,227.6753387,326.3131409,798.6209106
212.7613373,926.2120972,391.9916382,486.684845,233.8320618,228.4964294,319.4841614,804.6231079
212.2228699,924.9981689,387.7420349,489.150116,233.4055176,227.4472351,308.2138672,799.3528442
214.6515961,926.2120972,381.8178406,486.3231201,230.5903168,223.2960815,308.4526672,792.9993896
214.6955414,920.5731201,380.3051758,486.5491638,226.9220123,220.0116272,305.3485107,789.456543
212.2668304,912.4671631,377.3520508,479.5606079,223.0404816,219.8291626,306.828949,785.2404175
209.6182709,910.0982666,376.6498108,480.5783997,224.5333862,218.1869354,306.1126404,785.1817627
207.1455994,912.2128296,376.3257141,474.6528625,223.0404816,215.2218323,303.4382629,774.1141968
201.3210297,926.3880615,370.70755,474.223114,221.3769531,213.8077087,296.9435425,761.5826416
208.7830811,932.2818604,376.8479309,479.7415771,220.6518402,211.6180725,298.5194702,767.4092407
209.2995758,934.8269653,378.9906921,473.0697021,212.7180786,207.193222,295.4631348,752.1255493
210.0029297,930.9893799,385.1671143,477.3442993,212.3768616,206.645813,292.4067993,746.2989502
214.4977417,930.1085815,387.8320313,478.1810303,210.158844,206.2808838,294.5557861,751.3056641
214.9592896,942.6000977,394.4946594,482.6365051,214.978775,207.3756866,305.8260803,750.2516479
221.6300812,955.6205444,398.6542358,488.4263611,215.8745117,210.751358,307.7362976,759.4160156
218.0474091,946.2616577,391.0913391,485.2600403,213.3578949,206.7826538,304.8232117,754.2921753
218.0913696,955.8555908,396.871582,486.1421204,220.2679138,210.1583405,306.3991394,755.3462524
217.047348,942.1499023,390.2449036,481.709198,221.3769531,208.2880096,308.6914673,749.5488892
220.5750427,947.8078613,395.4309387,485.6219482,223.3390656,209.7477722,317.2395935,757.1322632
219.9926147,952.8795166,394.6567078,485.825531,219.9266968,208.6073303,323.2090759,758.039856
221.6740112,962.7281494,396.7455139,486.730072,225.3438263,208.7898102,316.2845154,757.7763672
223.1246796,960.163147,397.50177,487.6574097,226.2395477,208.4705048,319.4364014,754.994873
220.8607483,947.0249023,391.1273193,485.848053,224.4480591,206.0071564,318.2902527,752.0668945
222.564209,955.1700439,397.789856,489.7606812,223.0404816,204.7298737,324.6417236,747.0016479
223.1686249,946.1832886,397.285675,492.4068909,224.3627625,207.6949921,325.2625732,754.5556641
218.7837372,930.2260742,389.1646729,484.3779907,218.0072327,201.5822906,311.9388123,735.1141968
220.9157562,920.3774414,387.0758972,480.2618103,219.0309601,199.1189728,309.5032043,736.2853394
226.817215,932.4578247,385.1490173,481.8675842,213.3578949,197.9785614,307.4019775,725.9205322
222.3334198,928.09198,378.594574,476.2812195,210.7133179,191.1815948,307.019989,706.3912964
225.0808716,938.742981,382.7001953,480.2844543,208.9644775,190.6341705,309.4077454,690.9025269
231.1252136,925.3312378,380.701355,478.3845825,204.3151398,186.3917847,306.876709,687.9453125
229.7075043,910.0784302,378.162384,474.7207031,202.0544586,182.3318481,301.0027466,690.7561646
236.7959137,892.9464111,389.7947998,479.1309509,203.7179871,183.3353882,294.8423462,677.9902954
233.2462006,892.4176025,406.4872742,474.7433472,200.7321777,178.6368561,295.1288452,664.5805054
235.8727875,886.3677368,410.6287231,471.7127075,191.5614319,168.555481,292.5500793,647.6863403
223.7511139,893.788208,407.6576843,465.5158386,189.9832153,165.2254181,286.867157,634.1300659
229.3778229,892.4371948,410.2325745,468.4107666,195.1870728,167.0501099,296.2272644,657.4363403
220.750885,891.8890991,403.9482422,460.1104431,191.2201843,158.4740601,295.5108643,651.8146973
216.4758606,889.7642822,409.2962952,463.0053406,192.9690399,160.4356079,295.5108643,645.4903564
220.6629791,903.1626587,409.0802307,466.0360107,198.556778,168.1449127,285.4345093,668.7381592
220.8498077,907.3731689,409.7104797,470.401001,201.4572754,166.8676147,284.3839111,652.2539063
219.6519012,912.7443848,409.9625854,468.5464172,202.1397705,168.1449127,284.5271301,648.418396
223.5093231,917.1904907,407.4415283,467.0310974,198.7273865,169.1028748,278.2233887,630.7630005
227.4985962,940.9177856,419.5061951,474.4719238,196.2960968,164.1762238,276.6952209,645.4318237
225.9710083,945.2462158,421.8290405,480.0130005,185.2485504,157.7441864,283.1900024,657.1143188
220.2343903,944.9710693,423.0895996,477.4347229,179.6608276,154.5966187,288.6340942,656.7922363
215.5527649,951.0900269,417.0932922,472.1424866,174.1157532,151.4946442,286.2940979,648.5061646
214.0691376,951.2473145,424.9263306,475.0826111,174.0730896,148.7576141,290.8308411,665.2539063
213.7064972,954.5524292,423.1436157,477.8417664,178.4664917,153.4561615,293.3141174,667.3620605
211.35466,931.9855347,413.8339844,469.1570435,177.9120026,156.9687042,297.039093,661.8574829
210.2556915,897.7324219,399.5006104,464.0909424,178.5518036,152.3613586,297.9464722,652.6053467
211.5305328,893.2467651,399.8066711,458.5951233,176.7176666,145.0169983,296.8480225,657.3777466
202.7496948,864.1281128,389.3627319,441.4970398,170.0635529,140.6833496,294.7468567,639.6345825
199.2000275,876.1098633,390.2090149,440.2757263,165.6701508,141.36763,310.6493835,617.0310059
207.6291504,893.0498657,393.0360718,440.6602783,173.5185852,152.5894318,304.3456421,672.9251709
204.3322144,892.3416138,389.3085327,440.3210449,167.8881836,142.690506,300.9550171,648.7697144
209.3435516,896.3748169,394.5126648,441.1126099,162.6843262,145.1994629,305.1574707,657.1143188
206.8598785,911.052063,404.326355,447.6261597,167.2910156,145.5644226,306.781189,672.9836426
207.6071625,912.9801025,405.3527832,446.9249878,169.381073,150.2173462,311.6522522,674.1549072
211.5414886,910.6190796,405.2627563,448.2141724,169.2957916,150.4910583,314.5175476,673.6862793
208.9589081,891.2990112,404.7765808,438.7152405,163.8786469,144.5608368,306.5901794,661.7698364
209.3655396,873.020813,405.2987976,429.4876709,159.5705566,142.9642334,309.4555054,651.9026489
207.5742035,870.5025635,400.2028503,428.2211609,156.4141083,138.5849762,308.7391357,636.4724731
208.9149628,871.4671021,403.7322998,434.1693115,157.6937103,142.5536652,304.2023926,650.4091797
212.4426575,858.5604248,390.2989807,439.9138794,162.0871735,144.515213,302.5309448,631.9927368
215.8934174,895.194458,404.9746399,445.5454102,174.9688263,147.9821014,306.3991394,658.0512085
220.0585327,912.7242432,416.4089661,455.9716797,187.8505096,164.9973297,311.9864502,666.2787476
222.5532227,935.4487305,421.0548096,458.5951233,185.888382,166.5026855,318.4813232,706.3034058
221.2234344,928.267334,421.559021,461.8519592,188.1064148,171.8855133,315.2816772,699.0421753
225.7622223,926.4379272,419.0380249,459.4998169,184.9926453,167.5518799,316.905304,695.2652588
229.015152,927.1460571,424.4220886,464.0457458,184.5234375,167.3694,320.0572205,710.2854614
222.432312,923.9194336,412.6996155,461.693634,183.7983246,164.8148499,320.8690186,694.5039673
223.2345886,931.0019531,411.4571533,465.1991577,182.3907166,164.541153,322.6837463,694.3867798
223.8719635,925.4932251,410.8988342,464.9277954,189.130127,165.9552612,325.5968323,693.1863403
224.2786255,916.6989136,408.5219727,464.7015686,188.8315125,169.0116272,328.2234192,691.6345825
224.5753174,915.7935791,414.87854,466.2395935,193.1822815,168.8748016,324.4029541,692.6592407
232.7812958,925.3947754,417.831543,460.40448,194.120697,169.8327179,326.2176514,699.0714111
234.9932251,955.1038208,428.6355896,465.2896423,196.5093689,174.3032379,329.1784973,702.2630005
237.5145874,961.5570068,430.3643799,472.3459167,200.3056183,179.4123535,337.6789551,718.9813232
240.3339996,973.5188599,428.5276489,476.6204529,199.367218,180.0965881,335.5299377,724.4273071
235.9444733,973.7746582,434.9560852,474.4266968,199.8790741,179.5492096,342.4545593,727.1502075
233.9159088,973.3220215,433.8576355,473.8612976,192.1586151,171.9311371,334.4315491,706.1570435
237.3312378,971.0791626,431.7868652,476.4169922,190.5377655,172.8890839,338.6818848,698.7200317
239.5088196,979.1459961,434.2538147,481.6414185,202.5662994,180.2334747,338.0132751,718.3665161
